Timestamp,Trip_ID,Driver_ID,Speed_kmh,Acceleration_ms2,Slope_%,Distance_Travelled_km,Vehicle_Weight_kg,Payload_kg,Battery_Temperature_C,Weather_Condition,Traffic_Condition,Driving_Mode,Road_Type,Wind_Speed_mps,Tire_Pressure_PSI,GPS_Elevation_m,State_of_Charge_pct,Motor_RPM,Motor_Torque_Nm,Motor_Efficiency,Battery_Voltage_V,Battery_Current_A,Regen_Energy_kWh,Theoretical_Power_Demand,Theoretical_Energy_kWh,Energy_Consumption_kWh
2025-01-01 10:24:30,trip_3,Driver_11,32.85,1.102,4.61,0.552,1600,50,23.89,Cloudy,Moderate,Normal,Hilly,1.27,35.2,1640.0,92.97,2244.0,110.3,0.97,356.4,72.7,0.0,28.1711,0.5112,0.5077
2025-01-01 10:25:00,trip_3,Driver_16,40.82,-0.925,1.29,0.683,1700,50,28.56,Clear,Free,Normal,Urban,2.54,31.4,1648.8,92.97,2789.0,-42.2,0.949,362.3,-6.3,0.0382,-13.4007,0.0,0.0
2025-01-01 10:25:30,trip_3,Driver_14,33.49,-0.624,-1.37,0.541,1500,100,22.62,Clear,Free,Normal,Urban,4.01,33.4,1641.4,92.97,2288.0,-36.6,0.934,360.9,-3.0,0.0175,-9.5317,0.0,0.0
2025-01-01 10:26:00,trip_3,Driver_14,47.64,0.221,1.15,0.818,1900,0,13.35,Fog,Free,Normal,Urban,2.74,30.2,1650.8,92.52,3255.0,38.3,0.963,352.2,37.0,0.0,14.1733,0.2628,0.3005
2025-01-01 10:26:30,trip_3,Driver_8,81.9,0.557,3.66,1.359,1900,150,18.91,Clear,Moderate,Sport,Hilly,3.2,31.5,1700.5,90.68,5596.0,92.8,0.851,353.1,154.0,0.0,59.108,1.0593,1.2518
2025-01-01 10:27:00,trip_3,Driver_5,54.68,1.588,-1.84,0.933,1700,200,25.88,Clear,Moderate,Normal,Urban,1.54,33.9,1683.4,89.21,3736.0,118.3,0.973,359.7,128.7,0.0,50.3229,0.9273,0.9625
2025-01-01 10:27:30,trip_3,Driver_8,43.16,-0.814,1.67,0.717,1600,150,23.57,Cloudy,Heavy,Normal,Urban,1.74,35.4,1695.3,89.21,2949.0,-31.9,0.95,356.7,-4.5,0.0267,-10.7072,0.0,0.0
2025-01-01 10:28:00,trip_3,Driver_20,23.79,0.856,0.83,0.399,1500,0,24.27,Clear,Moderate,Eco,Urban,3.48,32.8,1698.7,88.89,1625.0,63.9,0.922,359.7,30.2,0.0,11.8138,0.214,0.2242
2025-01-01 10:28:30,trip_3,Driver_12,65.79,-0.125,-0.63,1.107,1700,0,31.07,Clear,Free,Normal,Urban,2.65,33.1,1691.7,88.85,4495.0,2.7,0.891,367.2,3.4,0.0,1.3712,0.0249,0.0715
2025-01-01 10:29:00,trip_3,Driver_11,37.37,-0.226,-2.02,0.622,1500,0,28.84,Cloudy,Moderate,Normal,Urban,4.16,33.9,1679.1,88.85,2553.0,-14.4,0.944,358.2,-0.5,0.003,-4.1915,0.0,0.0
2025-01-01 10:29:30,trip_3,Driver_13,28.28,1.9,1.11,0.464,1600,50,18.27,Clear,Free,Eco,Urban,1.77,33.5,1684.3,87.95,1932.0,139.1,0.96,359.3,78.3,0.0,30.591,0.5421,0.5689
2025-01-01 10:30:00,trip_3,Driver_8,69.33,-1.313,-1.07,1.181,1800,50,27.62,Clear,Free,Normal,Urban,3.66,34.1,1671.6,87.95,4737.0,-85.4,0.873,361.8,-30.7,0.1892,-46.042,0.0,0.0
2025-01-01 10:30:30,trip_3,Driver_1,51.72,1.614,1.89,0.858,1700,0,22.63,Clear,Free,Normal,Urban,1.97,35.9,1687.8,86.28,3534.0,131.7,0.98,360.1,135.4,0.0,52.9907,0.9494,0.9642
2025-01-01 10:31:00,trip_3,Driver_9,37.58,-0.131,-1.95,0.633,1700,150,23.63,Clear,Light,Normal,Urban,2.75,30.6,1675.5,86.28,2568.0,-10.8,0.944,358.7,-8.1,0.0489,-3.1712,0.0,0.0
2025-01-01 10:31:30,trip_3,Driver_3,65.29,0.399,1.68,1.095,1900,0,27.81,Clear,Heavy,Normal,Urban,0.46,33.7,1693.9,85.39,4461.0,57.7,0.914,359.1,75.0,0.0,29.2763,0.5303,0.5918
2025-01-01 10:32:00,trip_3,Driver_7,69.04,0.646,2.99,1.15,1800,200,27.76,Clear,Moderate,Normal,Urban,2.6,32.2,1728.3,83.85,4717.0,90.2,0.907,361.0,123.4,0.0,48.4197,0.871,0.9546
2025-01-01 10:32:30,trip_3,Driver_3,47.9,-0.586,1.95,0.757,1900,100,28.9,Rain,Heavy,Normal,Urban,2.64,33.4,1743.0,83.85,3273.0,-16.4,0.948,360.4,-1.8,0.0103,-6.1164,0.0,0.0
2025-01-01 10:33:00,trip_3,Driver_20,23.26,2.625,1.44,0.371,1500,200,21.98,Fog,Light,Eco,Urban,4.17,34.7,1748.4,82.81,1589.0,193.0,0.947,357.4,89.8,0.0,34.9027,0.6012,0.6593
2025-01-01 10:33:30,trip_3,Driver_6,68.91,-2.766,1.87,1.116,1900,50,26.86,Clear,Light,Normal,Urban,1.68,33.6,1769.3,82.81,4708.0,-178.6,0.875,360.2,-135.2,0.7887,-50.0,0.0,0.0
2025-01-01 10:34:00,trip_3,Driver_17,51.51,1.552,2.7,0.874,1800,150,16.18,Cloudy,Free,Normal,Urban,2.11,35.5,1792.9,80.85,3519.0,151.9,0.98,353.3,158.5,0.0,60.86,1.1153,1.1317
2025-01-01 10:34:30,trip_3,Driver_18,63.05,-0.354,-3.33,1.058,1800,0,21.65,Cloudy,Moderate,Normal,Urban,4.94,35.3,1757.6,80.85,4308.0,-32.4,0.902,355.4,-2.9,0.0173,-15.8929,0.0,0.0
2025-01-01 10:35:00,trip_3,Driver_8,19.77,1.165,0.03,0.337,1900,50,26.03,Clear,Free,Eco,Urban,2.16,34.2,1757.7,80.34,1351.0,100.0,0.914,358.5,39.5,0.0,15.3812,0.2832,0.3042
2025-01-01 10:35:30,trip_3,Driver_19,41.81,-1.862,2.4,0.712,1800,50,30.52,Rain,Light,Normal,Urban,3.67,35.6,1774.8,80.34,2857.0,-104.1,0.949,354.8,-32.7,0.1976,-33.8571,0.0,0.0
2025-01-01 10:36:00,trip_3,Driver_14,47.97,0.045,2.13,0.819,1800,0,31.09,Clear,Free,Normal,Urban,1.38,31.9,1792.3,79.96,3278.0,30.8,0.96,361.9,29.2,0.0,11.5055,0.2122,0.2239
2025-01-01 10:36:30,trip_3,Driver_16,45.96,-1.216,1.87,0.777,1900,0,25.53,Clear,Free,Normal,Urban,2.49,33.8,1806.8,79.96,3140.0,-62.7,0.949,358.2,-14.0,0.0848,-22.422,0.0,0.0
2025-01-01 10:37:00,trip_3,Driver_2,7.0,-0.824,-1.45,0.09,1900,150,24.58,Cloudy,Free,Eco,Urban,4.53,33.7,1805.5,79.96,500.0,-62.3,0.824,357.5,-1.5,0.0069,-3.5457,0.0,0.0
2025-01-01 10:37:30,trip_3,Driver_2,21.92,0.304,2.95,0.369,1900,150,33.05,Snow,Light,Eco,Urban,2.21,30.7,1816.4,79.63,1498.0,59.5,0.912,360.7,25.9,0.0,10.1451,0.1844,0.1771
2025-01-01 10:38:00,trip_3,Driver_11,24.33,-2.166,1.57,0.442,1600,100,31.13,Rain,Free,Eco,Urban,2.88,34.9,1823.3,79.63,1662.0,-122.4,0.9,361.6,-25.5,0.1675,-23.1518,0.0,0.0
2025-01-01 10:38:30,trip_3,Driver_6,57.57,-0.579,2.09,0.98,1700,0,26.89,Rain,Light,Normal,Urban,2.14,31.2,1843.8,79.63,3933.0,-10.9,0.924,360.6,-1.4,0.0086,-4.8888,0.0,0.0014
2025-01-01 10:39:00,trip_3,Driver_17,60.75,-0.83,-0.28,1.019,1500,50,21.71,Clear,Light,Normal,Urban,2.4,32.1,1840.9,79.63,4151.0,-38.2,0.912,357.6,-7.7,0.0462,-18.0609,0.0,0.0
2025-01-01 10:39:30,trip_3,Driver_11,34.2,-2.492,-0.88,0.595,1900,0,18.39,Clear,Moderate,Normal,Urban,1.06,30.7,1835.7,79.63,2337.0,-177.9,0.936,352.6,-61.5,0.3773,-47.318,0.0,0.0
2025-01-01 10:40:00,trip_3,Driver_10,42.42,1.274,0.09,0.741,1700,150,26.77,Clear,Free,Normal,Urban,2.27,31.6,1836.4,78.49,2898.0,104.9,0.98,358.2,88.9,0.0,34.6095,0.6529,0.6259
2025-01-01 10:40:30,trip_3,Driver_11,58.97,0.133,0.14,0.974,1800,0,21.72,Clear,Light,Normal,Urban,2.69,35.9,1837.7,78.15,4029.0,24.8,0.929,354.9,29.5,0.0,11.3704,0.2028,0.2554
2025-01-01 10:41:00,trip_3,Driver_12,39.61,0.855,0.73,0.679,1500,100,23.75,Cloudy,Free,Normal,Urban,2.86,32.7,1842.7,77.55,2706.0,68.6,0.973,359.5,54.1,0.0,21.1381,0.3913,0.378
2025-01-01 10:41:30,trip_3,Driver_12,24.18,0.548,3.48,0.386,1700,100,37.36,Rain,Free,Eco,Hilly,3.21,31.4,1856.1,77.15,1652.0,73.1,0.927,363.7,34.8,0.0,13.7521,0.2371,0.2621
2025-01-01 10:42:00,trip_3,Driver_10,51.01,-0.746,-1.7,0.864,1800,50,22.14,Rain,Light,Normal,Urban,1.35,31.9,1841.4,77.15,3485.0,-51.8,0.943,353.5,-8.0,0.0479,-20.5514,0.0,0.0
2025-01-01 10:42:30,trip_3,Driver_17,52.91,-0.499,-0.67,0.866,1800,200,25.09,Cloudy,Light,Normal,Urban,2.01,33.9,1835.6,77.15,3615.0,-29.0,0.938,359.5,-3.0,0.0177,-11.9321,0.0,0.0069
2025-01-01 10:43:00,trip_3,Driver_6,38.36,0.58,3.17,0.666,1600,100,30.4,Clear,Free,Normal,Hilly,3.02,35.2,1856.7,76.5,2621.0,70.3,0.972,361.1,53.4,0.0,20.973,0.3933,0.3943
2025-01-01 10:43:30,trip_3,Driver_8,45.0,0.404,0.44,0.749,1900,100,20.85,Clear,Free,Normal,Urban,3.04,31.3,1860.0,76.01,3075.0,48.6,0.969,354.4,44.2,0.0,17.0171,0.3059,0.326
2025-01-01 10:44:00,trip_3,Driver_11,29.03,-1.835,0.11,0.442,1800,100,27.98,Clear,Free,Eco,Urban,2.1,34.4,1860.5,76.01,1983.0,-122.7,0.919,359.4,-26.0,0.1423,-27.6964,0.0,0.0
2025-01-01 10:44:30,trip_3,Driver_17,49.56,0.391,0.76,0.814,1600,0,17.47,Cloudy,Free,Normal,Urban,2.51,35.7,1866.7,75.51,3386.0,41.1,0.961,356.0,40.9,0.0,15.8279,0.2808,0.2918
2025-01-01 10:45:00,trip_3,Driver_16,61.84,-0.468,1.04,1.008,1700,100,26.48,Cloudy,Light,Normal,Urban,2.6,31.4,1877.2,75.51,4225.0,-10.6,0.907,359.3,-1.2,0.007,-5.1041,0.0,0.0
2025-01-01 10:45:30,trip_3,Driver_17,31.81,-1.885,-0.92,0.508,1700,50,30.23,Rain,Free,Normal,Urban,3.15,31.7,1872.5,75.51,2173.0,-123.0,0.929,359.8,-29.3,0.1684,-30.4201,0.0,0.0
2025-01-01 10:46:00,trip_3,Driver_12,47.79,2.865,-1.92,0.794,1800,150,30.56,Clear,Light,Normal,Urban,2.37,30.8,1857.3,73.35,3265.0,216.6,0.98,356.0,208.0,0.0,80.4929,1.4443,1.4907
2025-01-01 10:46:30,trip_3,Driver_4,0.0,1.417,0.15,0.01,1500,50,18.38,Rain,Light,Eco,Urban,3.01,30.3,1857.3,73.35,500.0,0.0,0.824,351.7,0.0,0.0,0.0,0.0,0.0314
2025-01-01 10:47:00,trip_3,Driver_11,46.98,0.13,-1.23,0.79,1700,50,19.23,Clear,Moderate,Normal,Urban,2.93,33.3,1847.6,73.19,3210.0,13.3,0.954,352.0,12.7,0.0,4.8714,0.0885,0.0261
2025-01-01 10:47:30,trip_3,Driver_18,49.31,0.254,1.5,0.818,1900,150,21.65,Fog,Standstill,Normal,Urban,1.3,33.9,1859.8,72.65,3369.0,46.6,0.964,354.0,46.5,0.0,17.8748,0.3202,0.3043
2025-01-01 10:48:00,trip_3,Driver_4,54.75,0.455,-1.62,0.917,1900,0,25.68,Rain,Light,Normal,Urban,3.77,32.3,1845.0,72.2,3741.0,36.4,0.947,354.4,40.2,0.0,15.4832,0.2801,0.3034
2025-01-01 10:48:30,trip_3,Driver_2,54.33,0.315,4.31,0.918,1700,50,25.76,Clear,Heavy,Normal,Hilly,3.7,31.8,1884.5,71.3,3712.0,63.7,0.958,351.7,70.4,0.0,26.9157,0.4912,0.5288
2025-01-01 10:49:00,trip_3,Driver_1,32.62,0.277,0.68,0.527,1900,0,21.52,Clear,Free,Normal,Urban,3.25,36.0,1888.1,71.01,2229.0,37.5,0.947,355.2,24.6,0.0,9.5158,0.166,0.1482
2025-01-01 10:49:30,trip_3,Driver_1,28.17,-0.791,0.27,0.495,1600,0,20.52,Rain,Free,Eco,Urban,4.45,32.9,1889.5,71.01,1925.0,-37.4,0.916,354.2,-3.4,0.0212,-8.1888,0.0,0.0
2025-01-01 10:50:00,trip_3,Driver_9,33.18,0.148,-1.42,0.568,1700,150,16.88,Rain,Light,Normal,Urban,2.56,36.0,1881.4,70.92,2267.0,12.5,0.939,348.7,8.5,0.0,3.2361,0.0598,0.0613
2025-01-01 10:50:30,trip_3,Driver_12,0.0,1.308,-1.0,0.01,1800,0,16.67,Cloudy,Moderate,Eco,Urban,2.15,30.7,1881.3,70.92,500.0,0.0,0.824,351.7,0.0,0.0,0.0,0.0,0.0
2025-01-01 10:51:00,trip_3,Driver_7,44.92,-1.877,0.58,0.762,1900,100,23.02,Rain,Heavy,Normal,Urban,2.12,30.6,1885.7,70.92,3069.0,-127.4,0.95,353.5,-43.5,0.2609,-44.5172,0.0,0.0
2025-01-01 10:51:30,trip_3,Driver_8,45.59,-1.093,-0.82,0.753,1600,150,16.09,Clear,Light,Normal,Urban,3.31,32.5,1879.5,70.92,3115.0,-67.2,0.95,352.3,-13.6,0.0791,-23.8204,0.0,0.0
2025-01-01 10:52:00,trip_3,Driver_13,34.83,-0.3,-0.72,0.607,1800,50,26.67,Clear,Free,Normal,Urban,1.69,33.1,1875.2,70.92,2380.0,-14.6,0.938,355.5,-0.6,0.0037,-3.9458,0.0,0.017
2025-01-01 10:52:30,trip_3,Driver_15,67.15,-0.583,0.16,1.116,1900,0,23.26,Rain,Light,Normal,Urban,2.15,32.5,1877.0,70.92,4588.0,-25.5,0.884,356.4,-4.0,0.0237,-13.3033,0.0,0.0137
2025-01-01 10:53:00,trip_3,Driver_11,32.15,3.178,0.28,0.572,1600,200,21.29,Clear,Light,Normal,Urban,3.69,35.9,1878.6,69.0,2197.0,235.5,0.98,351.3,154.2,0.0,58.896,1.1317,1.1251
2025-01-01 10:53:30,trip_3,Driver_11,68.11,-0.076,1.68,1.156,1500,150,27.48,Clear,Free,Normal,Urban,3.29,33.5,1898.0,68.68,4654.0,20.8,0.887,354.8,28.6,0.0,11.0122,0.2019,0.2103
2025-01-01 10:54:00,trip_3,Driver_11,43.07,2.869,0.25,0.746,1900,0,25.68,Clear,Heavy,Normal,Urban,4.23,35.3,1899.9,66.29,2943.0,226.5,0.98,356.6,195.8,0.0,75.8895,1.4196,1.4668
2025-01-01 10:54:30,trip_3,Driver_13,12.28,0.821,-0.62,0.239,1600,50,20.95,Clear,Free,Eco,Urban,2.49,35.3,1898.4,66.09,839.0,58.3,0.867,353.2,14.5,0.0,5.5684,0.117,0.1387
2025-01-01 10:55:00,trip_3,Driver_16,57.67,-1.64,0.33,0.946,1800,0,29.5,Cloudy,Moderate,Normal,Urban,0.56,34.0,1901.5,66.09,3940.0,-98.0,0.924,351.4,-37.7,0.2173,-43.9494,0.0,0.0
2025-01-01 10:55:30,trip_3,Driver_20,4.79,0.724,2.04,0.071,1800,150,27.67,Rain,Free,Eco,Urban,2.91,30.2,1902.9,66.01,500.0,53.1,0.844,355.3,7.8,0.0,3.022,0.0484,0.055
2025-01-01 10:56:00,trip_3,Driver_4,44.38,-1.357,-2.07,0.722,1500,0,20.74,Cloudy,Moderate,Normal,Urban,2.63,33.8,1888.0,66.01,3032.0,-79.9,0.95,353.5,-19.5,0.1121,-27.5669,0.0,0.0
2025-01-01 10:56:30,trip_3,Driver_11,25.69,2.299,2.09,0.401,1900,150,22.73,Clear,Light,Eco,Urban,3.26,30.3,1896.4,64.82,1755.0,211.8,0.959,355.9,109.4,0.0,42.3169,0.7134,0.7608
2025-01-01 10:57:00,trip_3,Driver_7,47.14,-1.161,-1.14,0.764,1500,100,22.56,Clear,Light,Normal,Urban,2.13,31.0,1887.7,64.82,3221.0,-67.2,0.948,351.3,-15.0,0.0854,-24.6382,0.0,0.0
2025-01-01 10:57:30,trip_3,Driver_11,66.73,-1.117,-0.23,1.095,1900,0,16.47,Cloudy,Light,Normal,Urban,2.41,35.2,1885.1,64.82,4559.0,-67.8,0.886,347.5,-20.8,0.1186,-35.1625,0.0,0.0
2025-01-01 10:58:00,trip_3,Driver_4,37.2,-0.761,-1.16,0.63,1700,0,27.3,Clear,Moderate,Normal,Urban,3.45,35.4,1877.8,64.82,2542.0,-46.3,0.943,354.3,-5.3,0.0318,-13.4039,0.0,0.0
2025-01-01 10:58:30,trip_3,Driver_10,42.16,0.072,1.48,0.709,1800,0,28.25,Rain,Free,Normal,Urban,4.58,32.1,1888.3,64.52,2881.0,27.6,0.96,357.4,23.3,0.0,9.0606,0.1646,0.1408
2025-01-01 10:59:00,trip_3,Driver_7,26.7,-1.787,-0.59,0.457,1700,0,24.77,Snow,Light,Eco,Urban,1.55,33.2,1885.6,64.52,1824.0,-111.2,0.91,354.4,-21.4,0.1298,-23.0857,0.0,0.0
2025-01-01 10:59:30,trip_3,Driver_10,22.9,2.191,1.74,0.386,1900,50,16.75,Rain,Heavy,Eco,Urban,3.69,34.9,1892.4,63.49,1565.0,190.5,0.945,349.5,89.3,0.0,33.9399,0.6179,0.6816
2025-01-01 11:00:00,trip_3,Driver_19,36.79,0.777,-0.42,0.624,1900,150,21.04,Cloudy,Moderate,Normal,Urban,0.4,35.6,1889.7,62.85,2514.0,71.9,0.969,349.8,54.1,0.0,20.58,0.377,0.4079
2025-01-01 11:00:30,trip_3,Driver_5,34.73,0.963,-2.32,0.587,1700,0,23.97,Clear,Free,Normal,Urban,3.48,30.4,1876.1,62.32,2373.0,59.7,0.961,357.0,41.6,0.0,16.1319,0.2945,0.3188
2025-01-01 11:01:00,trip_3,Driver_3,46.37,-1.119,-0.54,0.796,1900,0,28.27,Fog,Moderate,Normal,Urban,3.48,32.7,1871.8,62.32,3168.0,-73.0,0.949,353.1,-15.3,0.0927,-26.3126,0.0,0.0
2025-01-01 11:01:30,trip_3,Driver_10,22.1,0.172,-1.13,0.407,1800,0,27.72,Cloudy,Free,Eco,Urban,1.15,31.0,1867.2,62.24,1510.0,15.2,0.896,354.8,6.8,0.0,2.6045,0.0518,0.0879
2025-01-01 11:02:00,trip_3,Driver_15,23.34,2.444,2.57,0.347,1900,0,11.71,Clear,Moderate,Eco,Urban,3.28,33.0,1876.1,61.17,1595.0,210.3,0.949,349.0,100.7,0.0,38.1892,0.6132,0.6666
2025-01-01 11:02:30,trip_3,Driver_8,12.32,-2.075,2.96,0.204,1700,0,32.42,Clear,Free,Eco,Urban,2.01,34.0,1882.2,61.17,842.0,-107.9,0.845,356.5,-11.1,0.0655,-10.3383,0.0,0.0
2025-01-01 11:03:00,trip_3,Driver_20,27.2,0.303,-3.01,0.461,1800,0,30.02,Rain,Moderate,Eco,Urban,3.43,31.4,1868.3,61.09,1858.0,11.7,0.917,354.0,6.5,0.0,2.4819,0.0454,0.0496
2025-01-01 11:03:30,trip_3,Driver_1,30.4,-0.54,1.09,0.51,1500,0,26.79,Clear,Heavy,Normal,Urban,3.91,30.4,1873.9,61.09,2077.0,-15.5,0.925,355.3,-1.0,0.006,-3.6694,0.0,0.005
2025-01-01 11:04:00,trip_3,Driver_16,49.39,0.186,-0.02,0.846,1800,100,27.08,Cloudy,Free,Normal,Urban,1.58,33.3,1873.7,60.75,3375.0,27.4,0.956,350.0,27.7,0.0,10.5305,0.1948,0.228
2025-01-01 11:04:30,trip_3,Driver_5,36.27,1.186,2.88,0.582,1900,150,26.63,Clear,Free,Normal,Urban,1.79,30.1,1890.4,59.75,2478.0,130.2,0.98,353.5,95.6,0.0,36.7217,0.6364,0.6684
2025-01-01 11:05:00,trip_3,Driver_8,14.02,2.805,-2.56,0.24,1600,100,22.21,Snow,Moderate,Eco,Urban,3.32,31.5,1884.3,59.12,958.0,178.5,0.902,351.0,51.0,0.0,19.4637,0.3598,0.4124
2025-01-01 11:05:30,trip_3,Driver_9,30.44,-1.102,1.87,0.493,1800,100,25.54,Clear,Free,Normal,Urban,3.4,34.0,1893.5,59.12,2080.0,-55.8,0.925,354.7,-7.5,0.0431,-13.2032,0.0,0.0074
2025-01-01 11:06:00,trip_3,Driver_7,21.54,0.259,-1.14,0.365,1700,50,22.98,Clear,Heavy,Eco,Urban,3.54,32.9,1889.4,59.01,1472.0,20.6,0.896,351.1,9.0,0.0,3.4448,0.063,0.0419
2025-01-01 11:06:30,trip_3,Driver_17,56.98,0.328,1.07,0.931,1700,50,26.39,Clear,Moderate,Normal,Urban,4.68,33.5,1899.3,58.45,3893.0,43.4,0.943,355.0,49.8,0.0,19.226,0.3393,0.3633
2025-01-01 11:07:00,trip_3,Driver_19,64.54,-1.34,-3.18,1.071,1500,50,28.24,Rain,Light,Normal,Urban,0.94,31.8,1865.3,58.45,4410.0,-85.4,0.896,356.3,-29.7,0.1756,-42.8906,0.0,0.0
2025-01-01 11:07:30,trip_3,Driver_20,44.08,-0.689,3.14,0.724,1900,0,30.34,Rain,Free,Normal,Hilly,3.45,35.2,1888.0,58.45,3012.0,-14.9,0.95,359.1,-1.8,0.0106,-5.1031,0.0,0.0165
2025-01-01 11:08:00,trip_3,Driver_6,40.76,2.537,-1.58,0.691,1900,50,14.77,Clear,Light,Normal,Urban,3.48,30.2,1877.1,56.41,2785.0,193.5,0.98,345.8,163.2,0.0,61.3396,1.1231,1.1849
2025-01-01 11:08:30,trip_3,Driver_2,33.04,0.331,1.39,0.512,1600,50,33.07,Clear,Light,Normal,Urban,2.6,33.4,1884.2,56.12,2257.0,40.7,0.949,357.4,26.9,0.0,10.4577,0.175,0.1997
2025-01-01 11:09:00,trip_3,Driver_18,25.22,0.023,0.62,0.422,1500,0,19.07,Clear,Free,Eco,Urban,2.53,30.7,1886.8,56.03,1723.0,14.2,0.91,348.1,7.4,0.0,2.7908,0.0504,0.0264
2025-01-01 11:09:30,trip_3,Driver_1,40.53,-1.001,-2.15,0.674,1700,0,26.36,Clear,Free,Normal,Urban,4.32,30.3,1872.3,56.03,2769.0,-68.3,0.948,350.5,-11.3,0.0659,-21.5168,0.0,0.0
2025-01-01 11:10:00,trip_3,Driver_15,45.42,-0.21,-1.96,0.748,1800,100,24.94,Clear,Heavy,Normal,Urban,1.12,31.2,1857.7,56.03,3103.0,-16.3,0.95,346.1,-0.6,0.0034,-5.7556,0.0,0.0134
2025-01-01 11:10:30,trip_3,Driver_2,45.43,-1.615,-1.55,0.731,1700,0,25.31,Clear,Moderate,Normal,Urban,4.46,32.5,1846.3,56.03,3104.0,-104.4,0.95,351.7,-31.2,0.1766,-36.8814,0.0,0.0
2025-01-01 11:11:00,trip_3,Driver_6,67.43,0.207,1.01,1.133,1700,0,28.32,Clear,Free,Normal,Urban,2.09,31.0,1857.8,55.49,4607.0,35.5,0.896,353.2,48.5,0.0,18.6043,0.3376,0.3698
2025-01-01 11:11:30,trip_3,Driver_19,77.47,0.036,-3.53,1.299,1600,0,25.03,Clear,Moderate,Normal,Urban,2.27,35.3,1811.9,55.49,5293.0,-2.8,0.836,353.2,-4.4,0.0261,-1.6758,0.0,0.0255
2025-01-01 11:12:00,trip_3,Driver_9,65.89,-0.238,-0.3,1.079,1500,50,18.39,Clear,Heavy,Normal,Urban,1.32,33.5,1808.7,55.49,4502.0,-1.9,0.889,348.2,-0.1,0.0006,-0.9863,0.0,0.0
2025-01-01 11:12:30,trip_3,Driver_13,68.84,1.875,0.1,1.146,1700,150,25.52,Cloudy,Free,Normal,Urban,1.45,34.1,1809.8,52.99,4703.0,151.8,0.922,349.1,214.1,0.0,81.2385,1.4606,1.6075
2025-01-01 11:13:00,trip_3,Driver_14,15.77,1.282,1.81,0.259,1700,100,26.44,Cloudy,Light,Eco,Urban,2.29,32.9,1814.5,52.56,1077.0,112.6,0.899,350.6,36.2,0.0,13.8074,0.2449,0.2606
2025-01-01 11:13:30,trip_3,Driver_15,41.13,-1.506,0.43,0.665,1900,150,24.4,Clear,Light,Normal,Urban,2.99,32.7,1817.4,52.56,2810.0,-102.7,0.949,349.3,-26.1,0.1474,-32.8574,0.0,0.0
2025-01-01 11:14:00,trip_3,Driver_18,33.25,1.459,0.53,0.575,1800,50,23.05,Rain,Moderate,Normal,Urban,4.09,33.5,1820.4,51.6,2272.0,120.4,0.974,348.6,82.2,0.0,31.1459,0.5817,0.5976
2025-01-01 11:14:30,trip_3,Driver_12,44.99,-1.636,-0.61,0.739,1600,0,25.23,Clear,Light,Normal,Urban,3.55,32.2,1815.9,51.6,3074.0,-93.7,0.95,351.2,-28.1,0.1621,-32.793,0.0,0.0
2025-01-01 11:15:00,trip_3,Driver_10,45.24,1.211,1.25,0.709,1900,0,23.43,Clear,Light,Normal,Urban,3.68,34.8,1824.8,50.54,3091.0,111.7,0.98,347.9,104.0,0.0,39.3111,0.6654,0.6937
2025-01-01 11:15:30,trip_3,Driver_8,41.09,-1.278,-2.11,0.681,1700,50,23.01,Cloudy,Light,Normal,Urban,2.09,32.8,1810.4,50.54,2807.0,-88.8,0.949,346.9,-19.2,0.1104,-28.3855,0.0,0.0
2025-01-01 11:16:00,trip_3,Driver_7,71.14,1.315,-0.79,1.181,1700,0,17.89,Snow,Heavy,Normal,Urban,0.68,34.4,1801.1,49.06,4861.0,97.6,0.899,348.7,142.4,0.0,53.9873,0.9679,1.1038
2025-01-01 11:16:30,trip_3,Driver_3,44.04,-0.11,-2.16,0.737,1700,50,27.99,Cloudy,Free,Normal,Urban,1.07,31.9,1785.2,49.06,3009.0,-9.5,0.95,348.7,-8.6,0.0502,-3.253,0.0,0.0
2025-01-01 11:17:00,trip_3,Driver_6,35.27,-0.818,1.21,0.611,1600,150,24.8,Snow,Free,Normal,Urban,1.14,30.2,1792.6,49.06,2410.0,-36.0,0.939,351.9,-4.2,0.0256,-9.8726,0.0,0.0
2025-01-01 11:17:30,trip_3,Driver_3,39.44,-0.2,1.1,0.654,1800,100,25.8,Rain,Light,Normal,Urban,3.49,31.3,1799.7,49.0,2695.0,6.0,0.949,349.0,4.8,0.0,1.8293,0.0328,0.0548
2025-01-01 11:18:00,trip_3,Driver_15,60.5,-0.296,3.27,1.017,1900,50,26.76,Clear,Standstill,Normal,Hilly,1.11,30.4,1833.0,48.74,4134.0,17.5,0.92,353.5,-1.3,0.0077,8.2232,0.1493,0.1755
2025-01-01 11:18:30,trip_3,Driver_15,43.39,1.183,2.19,0.719,1900,150,27.71,Clear,Moderate,Normal,Urban,0.93,34.0,1848.7,47.37,2965.0,125.2,0.98,351.2,110.7,0.0,42.2685,0.7564,0.7936
2025-01-01 11:19:00,trip_3,Driver_11,41.13,0.162,-0.92,0.71,1700,0,22.02,Clear,Light,Normal,Urban,3.29,32.5,1842.2,47.22,2810.0,16.5,0.955,346.3,14.0,0.0,5.2834,0.0985,0.1242
2025-01-01 11:19:30,trip_3,Driver_10,29.85,0.73,-0.13,0.509,1900,0,17.96,Clear,Light,Eco,Urban,3.68,32.3,1841.6,46.74,2039.0,64.9,0.947,344.1,40.3,0.0,15.0552,0.2773,0.3115
